Provider_ID,Name,Specialty,State,Hospital_Affiliation,Years_Experience,Accepts_Medicare,Accepts_Medicaid
PR0666,Dr. Susan Clark,Oncologist,CA,Mount Sinai,11,Yes,Yes
PR0667,Dr. Emily Johnson,Endocrinologist,TX,Stanford Medical,23,No,Yes
PR0668,Dr. Susan Clark,Endocrinologist,FL,Mount Sinai,6,No,Yes
PR0669,Dr. Lisa Chen,Cardiologist,TX,Mount Sinai,9,Yes,Yes
PR0670,Dr. David Lee,General Physician,TX,Mayo Clinic,9,No,No
PR0671,Dr. Raj Patel,Neurologist,CA,Stanford Medical,30,Yes,Yes
PR0672,Dr. Emily Johnson,Cardiologist,IL,Mount Sinai,21,No,Yes
PR0673,Dr. Emily Johnson,Oncologist,FL,Baylor Medical,25,No,Yes
PR0674,Dr. Lisa Chen,Cardiologist,TX,Stanford Medical,19,No,Yes
PR0675,Dr. Emily Johnson,Endocrinologist,FL,Baylor Medical,26,Yes,Yes
PR0676,Dr. David Lee,Oncologist,TX,Mayo Clinic,19,No,No
PR0677,Dr. Emily Johnson,Neurologist,CA,Mayo Clinic,14,Yes,Yes
PR0678,Dr. Susan Clark,Cardiologist,CA,Cleveland Clinic,10,No,Yes
PR0679,Dr. Emily Johnson,Cardiologist,IL,Cleveland Clinic,20,No,No
PR0680,Dr. Susan Clark,General Physician,CA,Cleveland Clinic,28,Yes,No
PR0681,Dr. Lisa Chen,Oncologist,NY,Stanford Medical,24,Yes,No
PR0682,Dr. Susan Clark,General Physician,IL,Baylor Medical,21,Yes,No
PR0683,Dr. Emily Johnson,Endocrinologist,FL,Cleveland Clinic,22,No,Yes
PR0684,Dr. Lisa Chen,Neurologist,IL,Cleveland Clinic,26,No,Yes
PR0685,Dr. Lisa Chen,Neurologist,CA,Mount Sinai,13,No,No
PR0686,Dr. David Lee,Cardiologist,CA,Baylor Medical,25,No,No
PR0687,Dr. Lisa Chen,Cardiologist,IL,Baylor Medical,22,Yes,Yes
PR0688,Dr. Lisa Chen,Neurologist,IL,Cleveland Clinic,12,Yes,No
PR0689,Dr. Susan Clark,Cardiologist,NY,Mayo Clinic,18,Yes,Yes
PR0690,Dr. Lisa Chen,Endocrinologist,NY,Mayo Clinic,28,No,No
PR0691,Dr. Emily Johnson,Oncologist,IL,Baylor Medical,30,Yes,No
PR0692,Dr. Raj Patel,Oncologist,CA,Baylor Medical,28,Yes,Yes
PR0693,Dr. Raj Patel,Endocrinologist,NY,Stanford Medical,9,Yes,No
PR0694,Dr. Raj Patel,Cardiologist,TX,Baylor Medical,5,Yes,Yes
PR0695,Dr. Lisa Chen,Cardiologist,FL,Mayo Clinic,21,Yes,No
PR0696,Dr. Lisa Chen,Oncologist,CA,Stanford Medical,25,Yes,No
PR0697,Dr. Lisa Chen,Endocrinologist,CA,Baylor Medical,26,No,No
PR0698,Dr. Emily Johnson,Oncologist,NY,Mayo Clinic,22,Yes,Yes
PR0699,Dr. Raj Patel,Cardiologist,IL,Stanford Medical,13,Yes,Yes
PR0700,Dr. Emily Johnson,Neurologist,FL,Mount Sinai,26,Yes,Yes
PR0701,Dr. David Lee,General Physician,CA,Cleveland Clinic,15,Yes,No
PR0702,Dr. Susan Clark,Neurologist,CA,Stanford Medical,15,No,No
PR0703,Dr. Lisa Chen,Endocrinologist,NY,Stanford Medical,24,Yes,Yes
PR0704,Dr. Lisa Chen,Endocrinologist,CA,Stanford Medical,13,Yes,No
PR0705,Dr. Lisa Chen,Neurologist,FL,Mayo Clinic,11,Yes,Yes
PR0706,Dr. Emily Johnson,General Physician,TX,Mayo Clinic,12,No,No
PR0707,Dr. Lisa Chen,General Physician,NY,Stanford Medical,6,Yes,No
PR0708,Dr. Raj Patel,General Physician,IL,Mayo Clinic,25,No,No
PR0709,Dr. Raj Patel,Neurologist,CA,Stanford Medical,22,No,No
PR0710,Dr. David Lee,Neurologist,FL,Baylor Medical,16,No,No
PR0711,Dr. David Lee,Neurologist,IL,Mount Sinai,20,No,Yes
PR0712,Dr. Susan Clark,General Physician,FL,Mount Sinai,16,Yes,Yes
PR0713,Dr. Lisa Chen,Endocrinologist,NY,Baylor Medical,24,Yes,Yes
PR0714,Dr. David Lee,Neurologist,TX,Baylor Medical,10,Yes,Yes
PR0715,Dr. Susan Clark,General Physician,FL,Baylor Medical,18,No,Yes
PR0716,Dr. David Lee,Oncologist,IL,Cleveland Clinic,5,Yes,No
PR0717,Dr. Susan Clark,General Physician,IL,Stanford Medical,21,Yes,No
PR0718,Dr. Lisa Chen,General Physician,TX,Cleveland Clinic,24,Yes,Yes
PR0719,Dr. Lisa Chen,Endocrinologist,TX,Baylor Medical,18,Yes,Yes
PR0720,Dr. Lisa Chen,Oncologist,FL,Mayo Clinic,15,Yes,No
PR0721,Dr. Raj Patel,Neurologist,CA,Baylor Medical,7,No,Yes
PR0722,Dr. Susan Clark,General Physician,FL,Cleveland Clinic,8,No,No
PR0723,Dr. Raj Patel,Oncologist,NY,Mayo Clinic,5,No,Yes
PR0724,Dr. Susan Clark,Oncologist,IL,Stanford Medical,16,No,Yes
PR0725,Dr. David Lee,Endocrinologist,FL,Mayo Clinic,13,Yes,No
PR0726,Dr. Emily Johnson,Endocrinologist,NY,Cleveland Clinic,12,Yes,Yes
PR0727,Dr. Lisa Chen,Neurologist,TX,Stanford Medical,14,No,Yes
PR0728,Dr. Raj Patel,Endocrinologist,IL,Cleveland Clinic,17,No,No
PR0729,Dr. Emily Johnson,Endocrinologist,NY,Cleveland Clinic,12,No,Yes
PR0730,Dr. Emily Johnson,Oncologist,NY,Mayo Clinic,6,No,No
PR0731,Dr. Lisa Chen,Oncologist,FL,Mayo Clinic,22,No,Yes
PR0732,Dr. Susan Clark,General Physician,CA,Mount Sinai,21,Yes,Yes
PR0733,Dr. David Lee,Neurologist,CA,Stanford Medical,29,No,No
PR0734,Dr. Emily Johnson,Endocrinologist,IL,Baylor Medical,30,Yes,Yes
PR0735,Dr. Susan Clark,Oncologist,IL,Mount Sinai,26,No,Yes
PR0736,Dr. Lisa Chen,Neurologist,CA,Cleveland Clinic,13,No,Yes
PR0737,Dr. Lisa Chen,Oncologist,FL,Baylor Medical,9,No,Yes
PR0738,Dr. Raj Patel,Endocrinologist,FL,Baylor Medical,14,No,Yes
PR0739,Dr. Susan Clark,Cardiologist,IL,Baylor Medical,5,No,No
PR0740,Dr. Lisa Chen,Neurologist,CA,Baylor Medical,20,No,Yes
PR0741,Dr. Lisa Chen,Neurologist,FL,Baylor Medical,11,No,Yes
PR0742,Dr. Emily Johnson,Neurologist,CA,Stanford Medical,14,Yes,No
PR0743,Dr. Lisa Chen,General Physician,NY,Cleveland Clinic,19,Yes,Yes
PR0744,Dr. Susan Clark,Oncologist,IL,Baylor Medical,21,No,Yes
PR0745,Dr. Susan Clark,General Physician,CA,Baylor Medical,27,No,Yes
PR0746,Dr. Raj Patel,Neurologist,NY,Mount Sinai,12,Yes,No
PR0747,Dr. Emily Johnson,Cardiologist,TX,Mayo Clinic,28,Yes,No
PR0748,Dr. Emily Johnson,Neurologist,FL,Mount Sinai,23,Yes,No
PR0749,Dr. Susan Clark,Oncologist,TX,Stanford Medical,29,Yes,Yes
PR0750,Dr. Raj Patel,Cardiologist,IL,Baylor Medical,24,Yes,Yes
PR0751,Dr. Susan Clark,Cardiologist,FL,Stanford Medical,17,No,Yes
PR0752,Dr. Susan Clark,Endocrinologist,CA,Mayo Clinic,17,No,No
PR0753,Dr. Raj Patel,Neurologist,IL,Mayo Clinic,16,No,Yes
PR0754,Dr. Raj Patel,Oncologist,TX,Mayo Clinic,24,Yes,No
PR0755,Dr. Susan Clark,Cardiologist,CA,Baylor Medical,7,Yes,Yes
PR0756,Dr. David Lee,Oncologist,TX,Mount Sinai,6,No,No
PR0757,Dr. Susan Clark,Neurologist,NY,Mayo Clinic,8,Yes,Yes
PR0758,Dr. Emily Johnson,Cardiologist,TX,Mayo Clinic,27,No,Yes
PR0759,Dr. Susan Clark,Endocrinologist,CA,Stanford Medical,12,No,No
PR0760,Dr. Lisa Chen,Endocrinologist,NY,Mayo Clinic,6,Yes,Yes
PR0761,Dr. Raj Patel,Endocrinologist,TX,Cleveland Clinic,15,Yes,No
PR0762,Dr. David Lee,Oncologist,CA,Mount Sinai,14,Yes,No
PR0763,Dr. Lisa Chen,Neurologist,TX,Mount Sinai,23,No,Yes
PR0764,Dr. Susan Clark,Oncologist,FL,Cleveland Clinic,14,No,Yes
PR0765,Dr. Lisa Chen,Oncologist,TX,Baylor Medical,16,No,No
PR0766,Dr. Emily Johnson,General Physician,CA,Mount Sinai,23,Yes,Yes
PR0767,Dr. Raj Patel,General Physician,TX,Cleveland Clinic,22,Yes,No
PR0768,Dr. Emily Johnson,Oncologist,NY,Mount Sinai,11,No,No
PR0769,Dr. Lisa Chen,General Physician,TX,Stanford Medical,12,Yes,No
PR0770,Dr. Raj Patel,Oncologist,TX,Cleveland Clinic,23,Yes,Yes
PR0771,Dr. Raj Patel,General Physician,TX,Cleveland Clinic,28,Yes,No
PR0772,Dr. Raj Patel,Endocrinologist,CA,Cleveland Clinic,18,No,No
PR0773,Dr. David Lee,Neurologist,FL,Stanford Medical,9,No,Yes
PR0774,Dr. Susan Clark,General Physician,IL,Cleveland Clinic,7,No,No
PR0775,Dr. Susan Clark,General Physician,TX,Mount Sinai,24,No,No
PR0776,Dr. Lisa Chen,Neurologist,NY,Mount Sinai,21,No,No
PR0777,Dr. Susan Clark,General Physician,IL,Baylor Medical,19,Yes,No
PR0778,Dr. Susan Clark,Cardiologist,FL,Mayo Clinic,24,Yes,No
PR0779,Dr. Susan Clark,Endocrinologist,TX,Stanford Medical,28,No,No
PR0780,Dr. Lisa Chen,Cardiologist,CA,Stanford Medical,15,No,Yes
PR0781,Dr. Susan Clark,Endocrinologist,FL,Mayo Clinic,27,Yes,No
PR0782,Dr. Emily Johnson,Endocrinologist,CA,Mayo Clinic,10,Yes,No
PR0783,Dr. Susan Clark,Oncologist,TX,Stanford Medical,28,No,Yes
PR0784,Dr. David Lee,Neurologist,FL,Stanford Medical,18,No,Yes
PR0785,Dr. Lisa Chen,Oncologist,FL,Mayo Clinic,7,No,Yes
PR0786,Dr. Raj Patel,General Physician,FL,Stanford Medical,20,Yes,Yes
PR0787,Dr. Emily Johnson,Endocrinologist,FL,Mayo Clinic,16,No,Yes
PR0788,Dr. Lisa Chen,General Physician,NY,Mount Sinai,23,No,No
PR0789,Dr. Raj Patel,Neurologist,TX,Mayo Clinic,19,Yes,No
PR0790,Dr. Susan Clark,General Physician,TX,Mayo Clinic,17,No,Yes
PR0791,Dr. David Lee,Oncologist,IL,Stanford Medical,12,No,No
PR0792,Dr. Emily Johnson,Neurologist,CA,Mayo Clinic,17,Yes,No
PR0793,Dr. Emily Johnson,Neurologist,NY,Cleveland Clinic,18,No,No
PR0794,Dr. Emily Johnson,General Physician,CA,Baylor Medical,26,Yes,No
PR0795,Dr. Emily Johnson,Endocrinologist,NY,Cleveland Clinic,25,Yes,No
PR0796,Dr. Lisa Chen,General Physician,FL,Stanford Medical,21,No,No
PR0797,Dr. Emily Johnson,Cardiologist,IL,Cleveland Clinic,20,No,Yes
PR0798,Dr. Emily Johnson,Neurologist,NY,Stanford Medical,14,No,No
PR0799,Dr. David Lee,Oncologist,NY,Baylor Medical,14,No,No
PR0800,Dr. Raj Patel,General Physician,NY,Cleveland Clinic,24,No,Yes
PR0801,Dr. Susan Clark,General Physician,IL,Mount Sinai,16,No,No
PR0802,Dr. Emily Johnson,Neurologist,NY,Cleveland Clinic,17,No,Yes
PR0803,Dr. Lisa Chen,General Physician,FL,Stanford Medical,14,No,Yes
PR0804,Dr. Emily Johnson,Oncologist,NY,Mount Sinai,6,Yes,Yes
PR0805,Dr. Lisa Chen,General Physician,NY,Mount Sinai,6,Yes,No
PR0806,Dr. Raj Patel,Neurologist,FL,Cleveland Clinic,18,Yes,Yes
PR0807,Dr. David Lee,Neurologist,NY,Stanford Medical,22,Yes,No
PR0808,Dr. Raj Patel,Oncologist,FL,Mount Sinai,18,Yes,No
PR0809,Dr. David Lee,Oncologist,FL,Mount Sinai,16,Yes,No
PR0810,Dr. Emily Johnson,Neurologist,IL,Mount Sinai,6,No,No
PR0811,Dr. Raj Patel,Neurologist,IL,Baylor Medical,19,Yes,Yes
PR0812,Dr. Raj Patel,Cardiologist,CA,Mount Sinai,25,No,No
PR0813,Dr. Emily Johnson,Oncologist,TX,Cleveland Clinic,10,Yes,No
PR0814,Dr. Lisa Chen,Neurologist,NY,Mayo Clinic,12,No,Yes
PR0815,Dr. Emily Johnson,Cardiologist,IL,Mayo Clinic,15,No,Yes
PR0816,Dr. David Lee,Cardiologist,FL,Stanford Medical,29,Yes,Yes
PR0817,Dr. Susan Clark,Oncologist,CA,Cleveland Clinic,24,Yes,Yes
PR0818,Dr. David Lee,General Physician,NY,Mayo Clinic,17,Yes,No
PR0819,Dr. Susan Clark,Cardiologist,IL,Baylor Medical,22,No,No
PR0820,Dr. Susan Clark,Endocrinologist,FL,Stanford Medical,16,Yes,No
PR0821,Dr. David Lee,General Physician,NY,Stanford Medical,15,Yes,Yes
PR0822,Dr. Raj Patel,Endocrinologist,TX,Cleveland Clinic,22,No,No
PR0823,Dr. Emily Johnson,Neurologist,CA,Stanford Medical,20,No,No
PR0824,Dr. Lisa Chen,General Physician,CA,Stanford Medical,30,No,Yes
PR0825,Dr. Raj Patel,Neurologist,IL,Cleveland Clinic,26,Yes,No
PR0826,Dr. Lisa Chen,Neurologist,TX,Cleveland Clinic,14,Yes,No
PR0827,Dr. David Lee,General Physician,TX,Cleveland Clinic,21,No,Yes
PR0828,Dr. Raj Patel,Neurologist,CA,Baylor Medical,5,Yes,Yes
PR0829,Dr. David Lee,Endocrinologist,FL,Mayo Clinic,21,No,Yes
PR0830,Dr. Lisa Chen,Oncologist,NY,Stanford Medical,22,No,No
PR0831,Dr. David Lee,Neurologist,FL,Mayo Clinic,30,No,Yes
PR0832,Dr. Lisa Chen,Oncologist,NY,Mount Sinai,19,Yes,No
PR0833,Dr. Lisa Chen,General Physician,NY,Mayo Clinic,20,Yes,No
PR0834,Dr. David Lee,Oncologist,NY,Mount Sinai,23,No,No
PR0835,Dr. Raj Patel,Endocrinologist,IL,Mount Sinai,25,No,Yes
PR0836,Dr. Emily Johnson,General Physician,NY,Baylor Medical,14,No,No
PR0837,Dr. Raj Patel,Endocrinologist,FL,Stanford Medical,12,Yes,No
PR0838,Dr. Raj Patel,General Physician,CA,Baylor Medical,24,Yes,No
PR0839,Dr. Emily Johnson,General Physician,CA,Stanford Medical,23,Yes,No
PR0840,Dr. Lisa Chen,General Physician,NY,Cleveland Clinic,11,No,No
PR0841,Dr. Emily Johnson,Oncologist,NY,Stanford Medical,14,No,Yes
PR0842,Dr. Emily Johnson,Cardiologist,TX,Stanford Medical,19,No,Yes
PR0843,Dr. Emily Johnson,Endocrinologist,TX,Baylor Medical,27,Yes,Yes
PR0844,Dr. Lisa Chen,Neurologist,TX,Mayo Clinic,24,No,No
PR0845,Dr. Raj Patel,Endocrinologist,FL,Mount Sinai,10,Yes,No
PR0846,Dr. David Lee,Oncologist,NY,Mount Sinai,10,Yes,Yes
PR0847,Dr. Susan Clark,Neurologist,FL,Cleveland Clinic,26,No,No
PR0848,Dr. Susan Clark,Endocrinologist,NY,Stanford Medical,19,Yes,Yes
PR0849,Dr. Raj Patel,Neurologist,NY,Baylor Medical,19,No,No
PR0850,Dr. Emily Johnson,General Physician,FL,Baylor Medical,27,No,Yes
PR0851,Dr. Raj Patel,General Physician,NY,Cleveland Clinic,28,No,Yes
PR0852,Dr. Lisa Chen,Oncologist,FL,Cleveland Clinic,7,No,No
PR0853,Dr. Emily Johnson,Neurologist,NY,Mayo Clinic,22,No,Yes
PR0854,Dr. Susan Clark,Oncologist,CA,Cleveland Clinic,20,Yes,No
PR0855,Dr. Lisa Chen,Cardiologist,FL,Cleveland Clinic,28,No,No
PR0856,Dr. Susan Clark,Endocrinologist,IL,Mayo Clinic,6,Yes,Yes
PR0857,Dr. Susan Clark,Neurologist,IL,Mayo Clinic,29,No,No
PR0858,Dr. Raj Patel,Endocrinologist,IL,Mayo Clinic,22,Yes,No
PR0859,Dr. Raj Patel,General Physician,NY,Stanford Medical,15,Yes,No
PR0860,Dr. Susan Clark,General Physician,TX,Mayo Clinic,8,Yes,No
PR0861,Dr. David Lee,Neurologist,FL,Baylor Medical,17,No,Yes
PR0862,Dr. Lisa Chen,Neurologist,FL,Cleveland Clinic,11,Yes,Yes
PR0863,Dr. Raj Patel,General Physician,NY,Mount Sinai,29,Yes,Yes
PR0864,Dr. Emily Johnson,Oncologist,FL,Baylor Medical,5,Yes,Yes
PR0865,Dr. Raj Patel,Neurologist,TX,Cleveland Clinic,5,No,No
PR0866,Dr. Susan Clark,Oncologist,TX,Mount Sinai,16,Yes,No
PR0867,Dr. David Lee,Oncologist,FL,Stanford Medical,5,Yes,No
PR0868,Dr. Lisa Chen,General Physician,NY,Cleveland Clinic,27,Yes,No
PR0869,Dr. David Lee,Cardiologist,FL,Cleveland Clinic,20,Yes,No
PR0870,Dr. David Lee,Endocrinologist,TX,Mayo Clinic,29,Yes,Yes
PR0871,Dr. David Lee,Endocrinologist,NY,Stanford Medical,29,Yes,Yes
PR0872,Dr. Emily Johnson,Neurologist,FL,Cleveland Clinic,29,Yes,No
PR0873,Dr. Emily Johnson,Endocrinologist,IL,Baylor Medical,20,No,No
PR0874,Dr. Raj Patel,Cardiologist,TX,Mount Sinai,8,Yes,No
PR0875,Dr. Lisa Chen,Neurologist,FL,Baylor Medical,29,No,No
PR0876,Dr. Emily Johnson,Cardiologist,TX,Baylor Medical,18,No,Yes
PR0877,Dr. Lisa Chen,General Physician,IL,Baylor Medical,22,Yes,Yes
PR0878,Dr. Emily Johnson,Oncologist,IL,Cleveland Clinic,17,Yes,Yes
PR0879,Dr. Raj Patel,Cardiologist,IL,Stanford Medical,6,Yes,Yes
PR0880,Dr. Raj Patel,Endocrinologist,CA,Mayo Clinic,30,Yes,Yes
PR0881,Dr. Lisa Chen,General Physician,NY,Cleveland Clinic,7,No,No
PR0882,Dr. Raj Patel,Endocrinologist,CA,Baylor Medical,25,Yes,Yes
PR0883,Dr. Susan Clark,Cardiologist,CA,Mayo Clinic,6,No,Yes
PR0884,Dr. Lisa Chen,Neurologist,CA,Cleveland Clinic,15,No,No
PR0885,Dr. Raj Patel,Neurologist,NY,Mount Sinai,18,No,Yes
PR0886,Dr. Lisa Chen,Cardiologist,FL,Baylor Medical,24,No,Yes
PR0887,Dr. Emily Johnson,Endocrinologist,CA,Mount Sinai,29,Yes,No
PR0888,Dr. David Lee,Endocrinologist,NY,Mayo Clinic,23,Yes,Yes
PR0889,Dr. Emily Johnson,Neurologist,FL,Baylor Medical,30,Yes,Yes
PR0890,Dr. Lisa Chen,Endocrinologist,IL,Cleveland Clinic,22,No,No
PR0891,Dr. Susan Clark,Cardiologist,CA,Cleveland Clinic,20,Yes,Yes
PR0892,Dr. David Lee,Cardiologist,TX,Mayo Clinic,8,No,Yes
PR0893,Dr. David Lee,Oncologist,NY,Baylor Medical,16,No,No
PR0894,Dr. Susan Clark,General Physician,CA,Mayo Clinic,19,Yes,No
PR0895,Dr. Emily Johnson,Cardiologist,CA,Cleveland Clinic,21,Yes,Yes
PR0896,Dr. David Lee,Oncologist,IL,Cleveland Clinic,25,No,Yes
PR0897,Dr. Lisa Chen,Neurologist,NY,Mayo Clinic,20,Yes,Yes
PR0898,Dr. Susan Clark,Endocrinologist,IL,Stanford Medical,13,No,Yes
PR0899,Dr. Susan Clark,Endocrinologist,TX,Mount Sinai,13,No,No
PR0900,Dr. Lisa Chen,Endocrinologist,NY,Cleveland Clinic,5,No,Yes
PR0901,Dr. David Lee,General Physician,FL,Baylor Medical,22,No,No
PR0902,Dr. Emily Johnson,Neurologist,TX,Baylor Medical,18,Yes,Yes
PR0903,Dr. David Lee,General Physician,CA,Mount Sinai,18,No,Yes
PR0904,Dr. Raj Patel,Endocrinologist,NY,Mount Sinai,24,No,No
PR0905,Dr. Lisa Chen,Cardiologist,IL,Mount Sinai,26,Yes,No
PR0906,Dr. Emily Johnson,Endocrinologist,NY,Baylor Medical,27,No,Yes
PR0907,Dr. Emily Johnson,Neurologist,TX,Mayo Clinic,17,No,No
PR0908,Dr. Susan Clark,Oncologist,CA,Baylor Medical,18,Yes,Yes
PR0909,Dr. Raj Patel,Cardiologist,IL,Baylor Medical,10,No,No
PR0910,Dr. David Lee,Endocrinologist,NY,Stanford Medical,8,Yes,Yes
PR0911,Dr. Emily Johnson,Oncologist,FL,Baylor Medical,14,Yes,No
PR0912,Dr. Raj Patel,General Physician,FL,Cleveland Clinic,12,No,No
PR0913,Dr. Susan Clark,Neurologist,FL,Cleveland Clinic,23,No,Yes
PR0914,Dr. Susan Clark,Endocrinologist,NY,Cleveland Clinic,10,Yes,No
PR0915,Dr. Emily Johnson,Oncologist,FL,Cleveland Clinic,17,No,Yes
PR0916,Dr. Susan Clark,Cardiologist,TX,Mount Sinai,19,Yes,No
PR0917,Dr. Emily Johnson,Oncologist,CA,Cleveland Clinic,27,Yes,No
PR0918,Dr. Susan Clark,Oncologist,IL,Cleveland Clinic,8,Yes,No
PR0919,Dr. Emily Johnson,Oncologist,IL,Cleveland Clinic,19,Yes,Yes
PR0920,Dr. David Lee,Neurologist,NY,Baylor Medical,17,No,Yes
PR0921,Dr. David Lee,Oncologist,NY,Stanford Medical,19,No,Yes
PR0922,Dr. Lisa Chen,Oncologist,NY,Cleveland Clinic,27,Yes,Yes
PR0923,Dr. Lisa Chen,General Physician,FL,Baylor Medical,27,No,Yes
PR0924,Dr. Raj Patel,Endocrinologist,IL,Cleveland Clinic,15,No,Yes
PR0925,Dr. Raj Patel,General Physician,IL,Mayo Clinic,30,No,Yes
PR0926,Dr. Emily Johnson,Endocrinologist,IL,Mount Sinai,19,No,No
PR0927,Dr. Lisa Chen,Oncologist,TX,Cleveland Clinic,9,No,No
PR0928,Dr. Lisa Chen,Oncologist,IL,Baylor Medical,13,No,No
PR0929,Dr. Emily Johnson,Endocrinologist,FL,Mayo Clinic,14,Yes,Yes
PR0930,Dr. Lisa Chen,Endocrinologist,FL,Mount Sinai,26,No,Yes
PR0931,Dr. David Lee,Oncologist,IL,Cleveland Clinic,14,Yes,Yes
PR0932,Dr. David Lee,General Physician,TX,Cleveland Clinic,24,No,Yes
PR0933,Dr. Raj Patel,Neurologist,TX,Cleveland Clinic,9,No,No
PR0934,Dr. Lisa Chen,Endocrinologist,NY,Baylor Medical,12,Yes,No
PR0935,Dr. Lisa Chen,Neurologist,IL,Stanford Medical,22,Yes,No
PR0936,Dr. David Lee,Oncologist,CA,Stanford Medical,18,Yes,Yes
PR0937,Dr. Emily Johnson,Oncologist,CA,Baylor Medical,15,No,Yes
PR0938,Dr. Lisa Chen,Cardiologist,CA,Mayo Clinic,29,No,No
PR0939,Dr. Emily Johnson,Endocrinologist,FL,Mount Sinai,7,Yes,Yes
PR0940,Dr. Raj Patel,Oncologist,FL,Stanford Medical,5,No,No
PR0941,Dr. Raj Patel,Oncologist,CA,Mayo Clinic,25,No,Yes
PR0942,Dr. Emily Johnson,Endocrinologist,CA,Stanford Medical,15,Yes,No
PR0943,Dr. David Lee,Oncologist,FL,Cleveland Clinic,6,Yes,Yes
PR0944,Dr. Susan Clark,Cardiologist,NY,Cleveland Clinic,10,No,Yes
PR0945,Dr. Lisa Chen,Neurologist,TX,Cleveland Clinic,19,No,No
PR0946,Dr. Susan Clark,Endocrinologist,CA,Cleveland Clinic,20,No,Yes
PR0947,Dr. Emily Johnson,Endocrinologist,CA,Mount Sinai,6,Yes,Yes
PR0948,Dr. Lisa Chen,General Physician,IL,Mayo Clinic,9,Yes,No
PR0949,Dr. Raj Patel,Endocrinologist,TX,Cleveland Clinic,24,Yes,No
PR0950,Dr. Emily Johnson,Cardiologist,TX,Cleveland Clinic,23,No,Yes
PR0951,Dr. David Lee,Oncologist,CA,Mount Sinai,19,Yes,No
PR0952,Dr. Susan Clark,Cardiologist,FL,Mount Sinai,8,No,No
PR0953,Dr. Raj Patel,Endocrinologist,TX,Mount Sinai,29,Yes,Yes
PR0954,Dr. Lisa Chen,Neurologist,IL,Baylor Medical,15,No,Yes
PR0955,Dr. David Lee,Endocrinologist,IL,Cleveland Clinic,17,Yes,Yes
PR0956,Dr. Lisa Chen,Neurologist,CA,Mount Sinai,17,No,Yes
PR0957,Dr. Susan Clark,General Physician,TX,Baylor Medical,7,Yes,Yes
PR0958,Dr. Raj Patel,Oncologist,IL,Mount Sinai,25,No,Yes
PR0959,Dr. Emily Johnson,Endocrinologist,IL,Mayo Clinic,29,No,Yes
PR0960,Dr. Emily Johnson,Cardiologist,NY,Mount Sinai,22,Yes,No
PR0961,Dr. Lisa Chen,Endocrinologist,TX,Mount Sinai,18,No,No
PR0962,Dr. Susan Clark,Endocrinologist,CA,Mayo Clinic,24,Yes,Yes
PR0963,Dr. Susan Clark,Endocrinologist,IL,Cleveland Clinic,29,Yes,Yes
PR0964,Dr. Susan Clark,Endocrinologist,TX,Mayo Clinic,27,No,No
PR0965,Dr. Raj Patel,Endocrinologist,TX,Mayo Clinic,8,Yes,No
PR0966,Dr. Lisa Chen,Cardiologist,NY,Mount Sinai,29,Yes,Yes
PR0967,Dr. Emily Johnson,Neurologist,TX,Baylor Medical,13,No,Yes
PR0968,Dr. Raj Patel,Cardiologist,FL,Baylor Medical,23,Yes,No
PR0969,Dr. Lisa Chen,Oncologist,CA,Stanford Medical,13,No,No
PR0970,Dr. Lisa Chen,Oncologist,FL,Baylor Medical,16,No,Yes
PR0971,Dr. Susan Clark,Neurologist,NY,Baylor Medical,24,Yes,Yes
PR0972,Dr. Susan Clark,General Physician,IL,Stanford Medical,27,No,Yes
PR0973,Dr. Lisa Chen,General Physician,NY,Cleveland Clinic,6,Yes,No
PR0974,Dr. Emily Johnson,General Physician,IL,Mayo Clinic,12,No,No
PR0975,Dr. David Lee,Neurologist,IL,Cleveland Clinic,6,No,No
PR0976,Dr. David Lee,Endocrinologist,IL,Baylor Medical,13,Yes,No
PR0977,Dr. Raj Patel,Cardiologist,NY,Baylor Medical,11,No,No
PR0978,Dr. Susan Clark,Cardiologist,FL,Stanford Medical,22,Yes,No
PR0979,Dr. Raj Patel,Endocrinologist,IL,Mount Sinai,26,Yes,Yes
PR0980,Dr. Emily Johnson,Endocrinologist,TX,Stanford Medical,20,Yes,No
PR0981,Dr. Emily Johnson,Cardiologist,NY,Mount Sinai,24,No,No
PR0982,Dr. David Lee,General Physician,CA,Mount Sinai,7,Yes,Yes
PR0983,Dr. Raj Patel,Neurologist,NY,Baylor Medical,15,Yes,No
PR0984,Dr. Susan Clark,Neurologist,IL,Mount Sinai,5,No,Yes
PR0985,Dr. David Lee,Neurologist,IL,Cleveland Clinic,15,Yes,No
PR0986,Dr. Emily Johnson,Oncologist,IL,Baylor Medical,30,Yes,Yes
PR0987,Dr. Emily Johnson,Neurologist,TX,Mount Sinai,30,Yes,Yes
PR0988,Dr. Susan Clark,Neurologist,NY,Cleveland Clinic,22,No,Yes
PR0989,Dr. Emily Johnson,Endocrinologist,CA,Mount Sinai,22,No,Yes
PR0990,Dr. Susan Clark,Oncologist,TX,Cleveland Clinic,13,Yes,Yes
PR0991,Dr. Raj Patel,General Physician,FL,Cleveland Clinic,14,No,Yes
PR0992,Dr. Raj Patel,Cardiologist,IL,Stanford Medical,16,Yes,Yes
PR0993,Dr. Emily Johnson,Oncologist,NY,Mount Sinai,16,Yes,No
PR0994,Dr. Raj Patel,Neurologist,TX,Mount Sinai,14,Yes,No
PR0995,Dr. Susan Clark,Endocrinologist,FL,Mayo Clinic,29,No,No
